ID,SaleDate,Price,NBHD_CODE,PROP_CLASS,BLDG_STYLE,GRADE,OVERALL_COND,SFLA,ACRES,YR_BUILT,NBR_BEDROOMS,NBR_FULL_BATHS,NBR_HALF_BATHS,NBR_FIREPLACES
34-3-26,1546473600,67000,13,210,8,C,3,1192,0.095270891,1927,2,1,0,0
10-1-28,1546560000,87000,8,210,10,C,3,1524,0.04869146,1906,2,1,0,0
17-1-29,1546905600,140000,6,210,4,C,3,1296,0.091827365,1925,3,2,0,0
48-6-4,1547424000,60000,15,210,8,C,3,1114,0.068870523,1900,3,2,0,0
48-1-28,1547769600,116313,15,210,8,C,3,1464,0.057392103,1920,4,1,1,0
7-5-11,1548288000,110000,3,210,5,C,3,1412,0.172176309,1920,3,1,1,1
3-9-5,1548374400,93000,3,210,2,C,2,1542,0.216942149,1960,3,2,0,0
9-1-26,1549497600,186000,4,210,8,C,3,1248,0.10617539,1913,4,1,1,1
29-1-7,1540512000,45000,8,210,8,C,3,1050,0.057392103,1890,4,1,0,0
38-5-16,1542240000,115000,13,210,8,C,3,1334,0.096418733,1900,4,1,1,0
44-2-22,1542326400,152000,13,210,8,D,3,1600,0.088636364,1910,4,2,0,0
26-1-31,1543276800,150000,5,210,8,C,3,1160,0.068870523,1925,3,1,0,0
16-11-37,1543449600,110000,6,210,8,C,3,1380,0.114784206,1927,3,1,0,0
3-7-12.2,1544140800,225000,3,210,5,C,4,1440,0.140036731,1925,3,2,0,1
45-5-12,1544140800,158000,14,210,10,C,3,1346,0.020661157,1890,4,2,0,0
9-2-22,1544400000,225000,4,210,5,C,4,1496,0.091827365,1920,2,1,0,1
20-3-16,1544745600,190000,6,210,8,D,3,1302,0.183654729,1928,3,1,1,0
38-6-17,1545004800,150000,13,210,8,C,3,1176,0.080348944,1930,3,1,0,0
7-10-28,1545091200,175000,6,210,8,C,4,1260,0.112488522,1930,3,1,0,0
21-1-36,1545264000,135000,6,210,8,C,3,1118,0.151515152,1900,4,1,0,0
25-1-9,1538179200,222000,9,210,4,C,3,1421,0.258953168,1920,3,2,0,0
17-5-17,1538352000,136500,3,210,8,C,3,1344,0.115702479,1936,3,1,1,0
15-1-20,1538438400,189000,6,210,8,C,2,1566,0.103305785,1936,3,1,0,1
25-6-9,1538524800,185500,9,210,8,C,3,1672,0.125114784,1928,3,1,1,1
17-3-12,1539129600,50000,6,210,8,D,3,1340,0.057392103,1891,2,1,0,0
22-5-2,1539129600,67000,8,210,8,C,3,1900,0,1900,3,2,0,0
3-2-1.1,1539129600,220000,2,210,4,C,3,1440,0.401101928,1989,3,2,0,0
3-2-5,1539302400,210000,2,210,1,C,3,1008,0.151515152,1951,2,1,0,1
2-9-23,1540339200,172000,2,210,1,C,3,1000,0.218089991,1955,3,1,1,0
2-11-12,1540339200,195000,2,210,1,C,3,1720,0.137741047,1955,3,1,1,0
13-2-7,1534982400,79400,9,210,13,C,3,552,0.061983471,1904,1,1,0,0
7-2-46,1535328000,151500,3,210,8,C,3,1036,0.075757576,1926,2,1,0,0
7-10-29,1535328000,169900,6,210,8,C,3,1540,0.114784206,1939,4,2,0,0
16-12-14,1535414400,205000,6,210,8,C,3,1716,0.114784206,1920,4,1,1,1
13-7-1,1535673600,190000,9,210,1,C,3,1212,0.202798898,1960,2,1,0,0
45-3-17,1536192000,159000,14,210,10,C,3,1747,0.06714876,1890,4,2,0,0
7-2-40,1536883200,100000,3,210,8,C,3,1120,0.075757576,1923,3,1,0,0
29-3-22,1537228800,45000,8,210,8,C,3,1208,0.050447658,1890,4,2,0,0
26-3-28,1537315200,111000,5,210,8,C,3,960,0.082644628,1923,3,1,0,0
48-11-15,1537401600,315000,15,220,8,C,3,2564,0.071625344,1900,4,2,0,0
4-7-19,1537920000,277500,4,210,8,C,4,1060,0.104660239,1920,3,2,0,1
6-3-23,1538006400,236000,2,210,4,C,3,1589,0.202479339,1955,4,2,0,0
20-3-34,1538006400,180000,6,210,8,C,3,1225,0.12855831,1925,3,1,1,0
3-1-5,1530144000,265000,2,210,1,C,3,1650,0.447658402,1950,3,2,0,2
15-1-17,1530748800,152500,6,210,13,C,3,1509,0.110192837,1925,3,1,0,0
48-9-16,1530748800,137500,15,210,9,C,3,1084,0.114784206,1926,3,1,0,0
16-9-8,1531180800,122000,11,210,15,C,3,1116,0.066942149,1918,3,1,0,0
9-5-32,1531180800,337500,7,210,5,C,4,2096,0.186983471,2004,2,2,1,1
18-6-27,1531699200,82000,8,210,8,C,3,1905,0.063131313,1900,4,2,1,0
2-1-7,1531872000,169500,2,210,1,C,3,1000,0.26584022,1955,3,1,1,0
13-7-28,1532476800,105000,9,210,8,C,3,1092,0.187878788,1945,3,1,0,0
4-7-14,1533081600,325000,4,210,5,C,4,1448,0.181359045,1945,3,2,0,1
16-11-17,1534896000,250000,6,210,13,C,4,2178,0.086088154,1927,3,2,0,0
17-2-12,1527552000,60000,6,210,8,C,3,1162,0.208080808,1786,1,1,0,0
44-2-3,1527552000,105000,13,210,1,D,3,920,0.06714876,1900,3,1,0,0
26-2-7,1527638400,95000,5,210,8,C,3,1188,0.088842975,1925,3,1,0,0
38-2-29,1527811200,37000,13,210,10,C,1,2088,0.057392103,1900,7,3,0,0
17-6-4,1528243200,128500,3,210,8,C,3,1295,0.091827365,1890,3,1,0,1
11-3-6,1528329600,103000,8,210,10,C,4,1265,0.040197429,1890,4,1,0,0
9-5-33,1528848000,300000,7,210,5,C,4,1954,0.175,2004,3,2,1,1
38-3-52,1528934400,54000,13,210,8,D,3,1785,0.057392103,1900,5,1,1,0
9-2-5,1529452800,138500,4,210,4,C,3,988,0.114784206,1891,3,1,1,0
6-6-43.2,1529971200,325000,5,210,8,C,4,2061,0.507346189,1900,2,1,0,0
15-1-14.1,1521763200,195000,6,210,8,C,4,1818,0.220385675,1927,3,2,0,1
38-3-17,1522195200,55000,13,210,8,D,3,1239,0.114784206,1900,3,1,0,0
21-6-2,1523923200,125000,6,210,8,C,3,1288,0.097704316,1927,3,1,1,0
36-4-21,1524009600,180000,14,210,8,D,3,1320,0.114784206,1910,6,2,0,0
7-6-2,1524528000,340000,3,210,8,C,4,2240,0.291551882,1930,3,2,1,2
45-10-19,1524787200,35500,14,210,10,D,3,832,0.019100092,1890,3,1,0,0
21-1-33,1525219200,110000,6,210,8,C,3,1226,0.152552801,1920,3,1,0,0
18-1-11,1525651200,12000,8,210,10,C,2,1152,0.043526171,1900,3,1,0,0
3-1-6,1525824000,228000,2,210,1,C,3,1547,0.567493113,1952,2,1,1,1
13-2-21,1525910400,110000,9,220,8,C,3,1650,0.086088154,1890,4,2,0,0
32-5-8.21,1525996800,185500,12,210,2,C,3,2336,0.287603306,2006,5,3,0,0
16-11-35,1526947200,183000,6,210,8,C,4,1354,0.084940312,1925,3,1,0,0
27-1-18,1516924800,135000,6,210,8,C,3,2160,0.118801653,1925,3,1,1,0
2-18-5,1517356800,160160,2,210,1,C,4,912,0.104338843,1957,3,1,0,0
18-1-21,1517529600,155000,8,210,8,C,4,1509,0.075757576,1900,6,2,0,0
16-9-6,1517788800,136900,11,210,15,C,3,1056,0.066338384,1920,3,1,0,0
33-2-7,1518134400,77500,12,210,8,C,3,924,0.182506887,1890,2,2,0,0
2-19-17,1518566400,226497,2,210,1,C,4,1296,0.26664371,1960,3,2,0,1
14-2-16.13,1519344000,201000,10,210,2,C,5,1852,0.174242424,2017,3,2,0,0
17-4-6,1519603200,130000,3,210,8,C,3,1104,0.114784206,1910,3,1,0,0
26-2-26,1519862400,135000,5,210,8,C,3,960,0.117768595,1940,3,1,0,0
16-11-26,1519862400,177000,6,210,8,C,4,1288,0.084940312,1910,3,1,0,0
25-7-10,1519862400,92500,9,210,13,C,3,1332,0.091827365,1930,3,1,0,0
7-2-54,1521417600,385000,3,210,8,B,3,3452,1.6,1849,4,2,2,1
17-5-15,1521763200,129900,3,210,13,C,3,944,0.119008264,1925,2,1,0,0
3-2-12,1512345600,149600,2,210,1,C,4,864,0.202938476,1950,2,1,0,1
26-4-10,1512950400,221450,5,210,4,C,3,1653,0.340633609,2006,3,2,0,0
13-3-11,1513036800,155000,5,210,1,C,3,1670,0.297520661,2004,2,2,0,0
32-5-11,1513296000,85000,12,210,8,C,3,780,0.347727273,1900,2,1,0,0
2-3-1,1513641600,172500,2,210,1,C,4,1168,0.381267218,1956,3,1,1,0
2-10-8,1513728000,200000,2,210,4,C,4,1392,0.137741047,1955,4,1,0,0
26-3-56.1,1514419200,62000,5,210,4,C,2,1200,0.196505969,1940,3,1,0,0
33-1-14,1515456000,108000,12,210,4,C,3,924,0.258264463,1930,2,1,1,0
17-4-7,1515715200,99000,3,210,13,C,3,904,0.057392103,1940,2,1,0,1
16-6-18,1515715200,115000,11,210,15,C,3,884,0.040495868,1918,2,2,0,0
7-7-6,1515715200,105000,3,210,5,C,3,1153,0.122130395,1925,2,1,0,0
28-1-6,1516147200,137000,6,210,8,C,4,1262,0.073461892,1910,3,1,1,0
6-3-28,1516752000,190000,2,210,1,C,4,1242,0.173553719,1955,3,1,0,0
4-6-4,1509321600,265000,4,210,8,C,3,2098,0.308080808,1910,4,2,0,1
6-6-33,1509408000,267000,2,210,4,C,4,1871,0.172176309,1955,4,1,1,1
6-4-8,1509494400,164750,2,210,4,C,3,1607,0.238751148,1955,3,2,0,0
4-8-20,1509926400,444900,4,210,8,B,5,2890,0.168264463,1930,4,3,1,1
7-4-12,1510099200,271000,3,210,5,C,4,1464,0.143480257,1935,3,1,0,1
48-5-10,1510790400,195000,15,210,8,C,3,1556,0.061983471,1910,3,1,1,0
48-11-17,1510790400,65500,15,210,8,C,1,1640,0.057392103,1890,4,2,0,0
6-3-26,1511222400,209900,2,210,1,C,3,1238,0.172176309,1956,3,1,0,1
6-6-53,1511308800,150000,5,210,4,C,3,1248,0.44077135,1945,3,1,1,0
2-3-6.1,1511308800,165000,2,210,2,C,3,1956,0.161616162,1992,5,2,0,0
7-9-12.1,1511913600,65000,3,210,8,C,2,1092,0.220385675,1940,3,1,0,0
4-1-20,1506470400,156500,3,210,4,C,3,1216,0.334251607,1950,3,2,0,0
2-10-26,1506643200,159500,2,210,1,C,3,1260,0.179063361,1955,3,1,1,0
13-4-13,1506988800,240000,5,210,2,C,4,1707,0.211202938,1989,3,3,0,0
6-6-74.1,1506643200,135000,5,210,4,C,3,1605,0.516528926,1923,4,1,0,0
21-7-20,1506902400,110000,6,210,8,C,3,1160,0.057392103,1927,2,1,1,0
37-7-42,1506988800,123600,14,210,15,D,3,912,0.055631772,1988,2,1,1,0
16-12-12,1507593600,175000,6,210,8,C,4,1752,0.084940312,1920,3,1,1,0
25-6-11,1508112000,190000,9,210,4,C,4,1944,0.24775023,1940,3,2,0,1
26-3-5.3,1508198400,199000,10,210,2,C,5,1984,0.223151515,2015,4,3,0,1
3-7-16,1508198400,249000,3,210,5,C,4,1909,0.101239669,1929,3,1,0,1
6-4-2,1508371200,235000,2,210,1,C,3,1607,0.327823691,1954,3,2,0,0
45-5-10,1508889600,55000,14,220,10,C,2,2164,0.06714876,1890,7,3,0,0
18-6-34,1503532800,369000,8,210,8,B,3,3506,0.137741047,1870,5,2,1,0
26-7-9,1503014400,124000,6,210,8,C,3,2673,0.092975207,1889,4,3,0,0
6-5-17,1503014400,112500,6,210,1,C,2,1596,0.229568411,1960,3,2,0,1
39-2-19,1503878400,35000,14,210,8,D,2,1428,0.043044077,1910,4,1,1,0
15-2-23,1505088000,86000,6,210,1,C,3,848,0.17768595,1930,2,2,0,1
7-3-2,1505174400,223600,3,210,1,C,4,2184,0.21533517,1952,2,2,0,1
17-7-15,1505347200,145900,3,210,8,C,3,2024,0.157828283,1890,4,2,0,0
2-10-13,1504656000,179000,2,210,1,C,3,1000,0.132575758,1955,3,2,1,0
7-10-22,1505347200,80000,6,210,4,C,3,1551,0.093663912,1925,3,2,0,0
16-3-3,1506038400,134500,11,210,15,C,3,1144,0.080808081,1919,3,1,0,0
16-3-12,1506297600,110000,11,210,15,C,4,936,0.036363636,1921,2,1,1,0
16-5-9,1499904000,83250,11,210,15,C,3,1056,0.084940312,1918,3,1,0,0
4-8-25,1500336000,134000,4,210,13,C,2,1851,0.311977273,1900,4,1,0,0
4-8-4,1500508800,278250,4,210,5,C,4,1536,0.20661157,1926,3,2,1,1
16-3-9,1500854400,84000,11,210,15,C,3,1008,0.036363636,1918,2,1,0,0
6-6-36,1501113600,287000,2,210,4,C,4,2223,0.172176309,1950,4,2,0,1
3-8-7,1501113600,205897,3,210,4,C,4,1271,0.137741047,1920,3,1,1,1
4-10-16,1501200000,455000,4,210,8,B,5,3732,0.230716253,1890,6,2,1,5
21-4-4,1501200000,134000,6,210,8,C,3,1288,0.066574839,1926,4,1,1,0
7-3-7.12,1501545600,345000,3,210,5,B,4,3338,0.292011019,1937,4,2,1,1
13-8-11,1501804800,166000,9,210,4,C,4,2344,0.208787879,1940,3,3,0,0
3-10-2,1502064000,106000,2,210,1,D,3,948,0.191000918,1949,2,1,0,0
25-3-25,1502323200,115875,9,210,8,C,3,1941,0.10959596,1930,4,2,0,0
26-2-27,1502755200,110000,5,210,8,C,3,1020,0.119628099,1925,2,1,0,0
3-3-9,1495497600,142500,2,210,1,C,3,1642,0.214646465,1957,3,2,0,1
2-15-5.2,1495670400,149350,2,210,1,C,3,1390,0.41,1950,3,1,1,0
16-3-13,1496620800,131000,11,210,15,C,3,1040,0.121212121,1918,3,1,0,0
2-7-14,1498435200,229000,2,210,3,C,4,2332,0.175160698,1957,3,3,0,1
45-6-19,1498521600,261000,14,210,10,C,4,1240,0.03902663,1890,2,1,0,0
45-6-21,1498521600,250000,14,210,10,C,4,1364,0.03902663,1900,3,1,0,0
29-1-8,1498521600,52000,8,210,8,C,3,1424,0.061065197,1900,2,1,0,0
17-2-30,1498608000,96000,6,210,4,C,3,1425,0.091827365,1930,2,1,0,0
14-2-28,1498780800,181000,5,210,9,C,4,1176,0.337924702,1930,2,1,0,0
4-10-30,1498780800,38000,4,210,8,C,1,1612,0.143135904,1900,4,1,1,1
26-3-68,1499385600,192000,10,210,2,C,4,2134,0.161410239,2014,4,2,0,1
13-2-11,1499385600,90000,9,210,8,C,3,1530,0.061983471,1912,3,2,0,0
21-6-1,1488931200,160000,6,210,4,C,3,1384,0.192355372,1922,3,1,1,0
26-1-26,1489622400,100000,5,210,8,C,3,1400,0.068870523,1925,2,1,0,0
28-1-59,1490054400,102000,6,210,8,C,3,1397,0.074458678,1929,3,1,0,0
6-4-3,1490227200,225000,2,210,1,C,4,1401,0.183654729,1955,3,2,1,1
22-1-45,1490313600,155000,8,210,8,C,4,2062,0.080348944,1920,4,2,1,0
48-4-18,1490572800,280000,15,210,10,C,5,1976,0.045913682,1910,4,2,0,0
22-6-27,1490745600,66500,8,210,8,C,3,1232,0.074609734,1910,2,1,1,0
14-2-32.1,1491177600,160000,5,210,5,C,3,1960,0.937098255,1932,3,1,1,1
18-1-7,1493251200,18500,8,210,8,C,1,1100,0.048783287,1900,3,1,0,0
18-6-15,1494979200,189000,4,210,10,C,3,1646,0.08677686,1880,4,2,0,1
13-3-18,1495065600,118000,5,210,1,C,3,1190,0.162304867,1967,3,1,0,1
13-3-15,1495497600,110240,5,210,1,C,3,1000,0.165518825,1960,3,1,0,0
6-3-22,1482364800,167000,2,210,1,C,3,1260,0.19214876,1955,3,1,0,0
25-1-47,1482451200,55000,9,210,8,C,3,1050,0.092975207,1920,3,1,0,0
48-4-13,1482883200,337000,15,210,8,B,4,2032,0.114784206,1880,4,2,0,1
48-2-17,1483488000,141500,15,210,10,C,4,1640,0.057392103,1889,3,1,0,4
26-3-2,1483488000,135000,5,210,1,C,3,910,0.229568411,1970,2,1,0,0
19-1-10,1484265600,103500,4,210,8,C,2,2436,0.065656566,1895,5,1,1,0
44-1-19,1484697600,48000,13,210,8,C,2,1224,0.06714876,1930,3,1,0,0
12-3-5,1484784000,370000,4,210,8,B,4,3879,0.190099174,1890,5,5,0,7
4-7-13,1485820800,276000,4,210,4,B,4,1446,0.449954086,1920,2,2,0,1
11-2-31,1485907200,43000,8,210,8,C,3,1262,0.057392103,1900,3,2,0,0
29-3-4,1487030400,30000,8,210,8,D,3,1302,0.057392103,1910,3,1,0,0
13-10-2,1487808000,58000,9,210,9,C,3,768,0.114784206,1950,2,1,0,0
6-3-36,1488240000,195000,2,210,4,C,3,1450,0.379338843,1950,3,2,0,0
16-11-36,1475020800,125000,6,210,8,C,4,1516,0.084940312,1928,3,2,0,0
11-4-38,1475193600,54500,8,210,8,C,4,1050,0.068870523,1900,2,1,1,0
10-3-22.2,1475712000,515000,4,210,8,B,4,2123,0.172176309,1850,5,2,1,5
37-7-25,1444176000,62500,14,210,15,D,3,912,0.050596878,1987,2,1,1,0
26-3-35,1476230400,127200,5,210,13,C,3,1272,0.125,1910,3,1,0,0
25-7-15,1476662400,100000,9,210,8,C,3,1006,0.091827365,1945,2,1,0,0
9-2-14,1476748800,180000,4,210,4,C,4,1308,0.091827365,1932,2,1,0,1
15-2-30,1477267200,120000,6,210,5,C,3,1672,0.13030303,1930,3,1,1,1
16-8-18,1477353600,140000,11,210,15,C,4,1120,0.152203857,1915,3,1,1,0
14-1-15,1477872000,156560,5,210,1,C,3,1040,0.197084481,1960,3,2,0,0
15-2-15,1477872000,190000,6,210,1,C,4,1692,0.222107438,1960,3,2,0,1
16-12-17,1479340800,151000,6,210,8,C,3,1274,0.122474747,1915,3,1,1,1
15-4-8,1468454400,96500,6,210,1,C,4,966,0.229568411,1960,2,1,1,0
26-1-12,1469491200,90000,5,210,8,C,3,1940,0.374104683,1930,4,1,0,0
29-5-19,1470960000,69000,8,210,8,C,3,1552,0.090220386,1895,3,1,1,0
18-11-23,1471219200,225000,8,210,8,C,4,1512,0.057438017,1890,3,1,1,3
16-11-1,1471478400,75000,6,210,13,C,3,994,0.087235996,1923,3,1,0,0
18-3-35,1471824000,28000,8,210,8,D,3,748,0.018365473,1900,2,1,0,0
45-7-19,1472601600,78000,14,210,10,C,3,2060,0.048209366,1910,5,2,0,0
6-6-47,1472774400,65000,5,210,8,C,3,1365,0.532713499,1920,2,1,0,0
13-3-22,1473379200,144000,5,210,1,C,3,1040,0.157667585,1959,3,1,0,0
13-5-14,1473638400,175000,9,210,8,C,4,1253,0.425619835,1919,3,1,1,0
48-3-22,1474502400,225000,15,210,10,C,4,1500,0.057392103,1900,3,2,0,1
